cluster_id,k,alpha,beta,gamma,total_greedy_score,final_step_score,selected_verifiers,selected_param_counts_GB
0,5,1.0,0.25,0.25,2.8339511151181234,0.47346737245566406,"QwenPRM_min_scores, EurusPRMStage1_max_scores, internlm_scores, EurusPRMStage1_min_scores, EurusPRMStage1_avg_scores","7.0, 7.0, 0.0, 7.0, 7.0"
0,5,1.0,0.25,0.5,2.100607206882347,0.25471737245566406,"internlm_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, EurusPRMStage1_avg_scores","0.0, 7.0, 7.0, 7.0, 7.0"
0,5,1.0,0.25,1.0,0.6073322286977645,-0.10176915548809762,"internlm_scores, EurusPRMStage1_max_scores, GRMGemma_scores, QwenPRM_min_scores, GRMLlama32_scores","0.0, 7.0, 2.0, 7.0, 3.0"
0,5,1.0,0.5,0.25,2.3553361565333732,0.27489052859747076,"QwenPRM_min_scores, internlm_scores, EurusPRMStage1_max_scores, EurusPRMStage1_min_scores, EurusPRMStage1_avg_scores","7.0, 0.0, 7.0, 7.0, 7.0"
0,5,1.0,0.5,0.5,1.76364834006182,0.05614052859747076,"internlm_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, EurusPRMStage1_avg_scores","0.0, 7.0, 7.0, 7.0, 7.0"
0,5,1.0,0.5,1.0,0.28018023633821887,-0.2524476179813455,"internlm_scores, EurusPRMStage1_max_scores, GRMGemma_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores","0.0, 7.0, 2.0, 7.0, 7.0"
0,5,1.0,1.0,0.25,1.9316172040015611,0.11859989643444191,"QwenPRM_min_scores, GPM_scores, internlm_scores, EurusPRMStage1_max_scores, EurusPRMStage1_min_scores","7.0, 8.0, 0.0, 7.0, 7.0"
0,5,1.0,1.0,0.5,1.2930607976999362,-0.13768296783974537,"internlm_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, QwenPRM_max_scores","0.0, 7.0, 7.0, 7.0, 7.0"
0,5,1.0,1.0,1.0,-0.35796930897858886,-0.5376501035655581,"internlm_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GRMGemma_scores, EurusPRMStage1_min_scores","0.0, 7.0, 7.0, 2.0, 7.0"
0,10,1.0,0.25,0.25,4.724883275172913,0.31981925887370977,"QwenPRM_min_scores, EurusPRMStage1_max_scores, internlm_scores, EurusPRMStage1_min_scores, EurusPRMStage1_avg_scores, QwenPRM_avg_scores, EurusPRMStage2_avg_scores, EurusPRMStage2_max_scores, EurusPRMStage2_min_scores, QwenPRM_max_scores","7.0, 7.0, 0.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0"
0,10,1.0,0.25,0.5,2.9875852826333658,0.11253054034198329,"internlm_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, EurusPRMStage1_avg_scores, QwenPRM_avg_scores, GRMGemma_scores, EurusPRMStage2_avg_scores, EurusPRMStage2_max_scores, EurusPRMStage2_min_scores","0.0, 7.0, 7.0, 7.0, 7.0, 7.0, 2.0, 7.0, 7.0, 7.0"
0,10,1.0,0.25,1.0,-0.4142144131967149,-0.277620690956878,"internlm_scores, EurusPRMStage1_max_scores, GRMGemma_scores, QwenPRM_min_scores, GRMLlama32_scores, EurusPRMStage1_min_scores, EurusPRMStage1_avg_scores, QwenPRM_avg_scores, EurusPRMStage2_avg_scores, EurusPRMStage2_max_scores","0.0, 7.0, 2.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0"
0,10,1.0,0.5,0.25,3.4143195709843264,0.14491342039914218,"QwenPRM_min_scores, internlm_scores, EurusPRMStage1_max_scores, EurusPRMStage1_min_scores, EurusPRMStage1_avg_scores, QwenPRM_avg_scores, EurusPRMStage2_avg_scores, EurusPRMStage2_max_scores, QwenPRM_max_scores, GPM_scores","7.0, 0.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0"
0,10,1.0,0.5,0.5,1.8128907589875007,-0.02656754063884209,"internlm_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, EurusPRMStage1_avg_scores, QwenPRM_avg_scores, EurusPRMStage2_avg_scores, GRMGemma_scores, EurusPRMStage2_max_scores, QwenPRM_max_scores","0.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 2.0, 7.0, 7.0"
0,10,1.0,0.5,1.0,-1.6775581102585435,-0.4314338301577564,"internlm_scores, EurusPRMStage1_max_scores, GRMGemma_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, GRMLlama32_scores, EurusPRMStage1_avg_scores, QwenPRM_avg_scores, EurusPRMStage2_avg_scores, EurusPRMStage2_max_scores","0.0, 7.0, 2.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0"
0,10,1.0,1.0,0.25,1.5764189594366678,-0.12428243890499335,"QwenPRM_min_scores, GPM_scores, internlm_scores, EurusPRMStage1_max_scores, EurusPRMStage1_min_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, EurusPRMStage2_avg_scores, EurusPRMStage1_avg_scores, QwenPRM_avg_scores","7.0, 8.0, 0.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0"
0,10,1.0,1.0,0.5,-0.3088897458427803,-0.34303243890499335,"internlm_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, QwenPRM_max_scores, GPM_scores, EurusPRMStage2_max_scores, EurusPRMStage2_avg_scores, EurusPRMStage1_avg_scores, QwenPRM_avg_scores","0.0, 7.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0"
0,10,1.0,1.0,1.0,-3.9944175535434816,-0.7805324389049934,"internlm_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GRMGemma_scores, EurusPRMStage1_min_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, EurusPRMStage2_avg_scores, EurusPRMStage1_avg_scores, QwenPRM_avg_scores","0.0, 7.0, 7.0, 2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0"
