dataset_path,k,alpha,beta,gamma,test_select_accuracy,train_select_accuracy,test_sample_accuracy,train_sample_accuracy,num_verifiers,verifiers,train_file,test_file,dataset_name,dataset_type,model_size,greedy_score
wfang11/gpqa-llama8b-10-10-80-dev,5,1.0,0.5,0.25,0.28125,0.28125,0.7040625,0.7040625,5,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_min_scores (7.63B), EurusPRMStage2_max_scores (7.62B), GPM (8B)",results/gpqa-llama8b/weaver_train_k5_b0.5_g0.25.csv,results/gpqa-llama8b/weaver_test_k5_b0.5_g0.25.csv,gpqa-llama8b,GPQA,8B,1.8011497182276885
wfang11/gpqa-llama8b-10-10-80-dev,5,1.0,0.5,0.5,0.28125,0.28125,0.7040625,0.7040625,5,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_min_scores (7.63B), EurusPRMStage2_max_scores (7.62B), GPM (8B)",results/gpqa-llama8b/weaver_train_k5_b0.5_g0.5.csv,results/gpqa-llama8b/weaver_test_k5_b0.5_g0.5.csv,gpqa-llama8b,GPQA,8B,0.8323997182276885
wfang11/gpqa-llama8b-10-10-80-dev,5,1.0,1.0,0.25,0.296875,0.296875,0.6853125,0.6853125,5,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_avg_scores (7.63B), GPM (8B), EurusPRMStage2_max_scores (7.62B)",results/gpqa-llama8b/weaver_train_k5_b1.0_g0.25.csv,results/gpqa-llama8b/weaver_test_k5_b1.0_g0.25.csv,gpqa-llama8b,GPQA,8B,1.7121354772144146
wfang11/gpqa-llama8b-10-10-80-dev,5,1.0,1.0,0.5,0.296875,0.296875,0.6853125,0.6853125,5,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_avg_scores (7.63B), GPM (8B), EurusPRMStage2_max_scores (7.62B)",results/gpqa-llama8b/weaver_train_k5_b1.0_g0.5.csv,results/gpqa-llama8b/weaver_test_k5_b1.0_g0.5.csv,gpqa-llama8b,GPQA,8B,0.7433854772144146
wfang11/gpqa-llama8b-10-10-80-dev,5,1.0,1.0,1.0,0.296875,0.296875,0.6853125,0.6853125,5,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_avg_scores (7.63B), GPM (8B), EurusPRMStage2_max_scores (7.62B)",results/gpqa-llama8b/weaver_train_k5_b1.0_g1.0.csv,results/gpqa-llama8b/weaver_test_k5_b1.0_g1.0.csv,gpqa-llama8b,GPQA,8B,-1.1941145227855854
wfang11/gpqa-llama8b-10-10-80-dev,10,1.0,0.25,0.25,0.359375,0.359375,0.60546875,0.60546875,10,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_min_scores (7.63B), GRM_LLama32 (3B), EurusPRMStage2_max_scores (7.62B), GPM (8B), InternLM2 (7B), QwenPRM_avg_scores (7.63B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage2_avg_scores (7.62B)",results/gpqa-llama8b/weaver_train_k10_b0.25_g0.25.csv,results/gpqa-llama8b/weaver_test_k10_b0.25_g0.25.csv,gpqa-llama8b,GPQA,8B,2.7921109471833137
wfang11/gpqa-llama8b-10-10-80-dev,10,1.0,0.25,0.5,0.359375,0.359375,0.60546875,0.60546875,10,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), GRM_LLama32 (3B), QwenPRM_min_scores (7.63B), EurusPRMStage2_max_scores (7.62B), InternLM2 (7B), QwenPRM_avg_scores (7.63B), GPM (8B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage2_avg_scores (7.62B)",results/gpqa-llama8b/weaver_train_k10_b0.25_g0.5.csv,results/gpqa-llama8b/weaver_test_k10_b0.25_g0.5.csv,gpqa-llama8b,GPQA,8B,0.85039169679316
wfang11/gpqa-llama8b-10-10-80-dev,10,1.0,0.25,1.0,0.296875,0.296875,0.5978125000000001,0.5978125000000001,10,"GRM_GEMMA (2B), GRM_LLama32 (3B), EurusPRMStage1_max_scores (7.62B), QwenPRM_min_scores (7.63B), EurusPRMStage2_max_scores (7.62B), InternLM2 (7B), QwenPRM_avg_scores (7.63B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), QwenPRM_max_scores (7.63B)",results/gpqa-llama8b/weaver_train_k10_b0.25_g1.0.csv,results/gpqa-llama8b/weaver_test_k10_b0.25_g1.0.csv,gpqa-llama8b,GPQA,8B,-2.990335822030561
wfang11/gpqa-llama8b-10-10-80-dev,10,1.0,0.5,0.25,0.328125,0.328125,0.6929687499999999,0.6929687499999999,10,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_min_scores (7.63B), EurusPRMStage2_max_scores (7.62B), GPM (8B), EurusPRMStage1_min_scores (7.62B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), InternLM2 (7B), GRM_LLama32 (3B)",results/gpqa-llama8b/weaver_train_k10_b0.5_g0.25.csv,results/gpqa-llama8b/weaver_test_k10_b0.5_g0.25.csv,gpqa-llama8b,GPQA,8B,2.0489702047085503
wfang11/gpqa-llama8b-10-10-80-dev,10,1.0,0.5,0.5,0.328125,0.328125,0.6929687499999999,0.6929687499999999,10,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_min_scores (7.63B), EurusPRMStage2_max_scores (7.62B), GPM (8B), GRM_LLama32 (3B), QwenPRM_max_scores (7.63B), EurusPRMStage1_min_scores (7.62B), QwenPRM_avg_scores (7.63B), InternLM2 (7B)",results/gpqa-llama8b/weaver_train_k10_b0.5_g0.5.csv,results/gpqa-llama8b/weaver_test_k10_b0.5_g0.5.csv,gpqa-llama8b,GPQA,8B,0.08276537458083183
wfang11/gpqa-llama8b-10-10-80-dev,10,1.0,0.5,1.0,0.328125,0.328125,0.6929687499999999,0.6929687499999999,10,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), GRM_LLama32 (3B), QwenPRM_min_scores (7.63B), EurusPRMStage2_max_scores (7.62B), GPM (8B), QwenPRM_max_scores (7.63B), EurusPRMStage1_min_scores (7.62B), QwenPRM_avg_scores (7.63B), InternLM2 (7B)",results/gpqa-llama8b/weaver_train_k10_b0.5_g1.0.csv,results/gpqa-llama8b/weaver_test_k10_b0.5_g1.0.csv,gpqa-llama8b,GPQA,8B,-3.8017440120805794
wfang11/gpqa-llama8b-10-10-80-dev,10,1.0,1.0,0.25,0.34375,0.34375,0.6175,0.6175,10,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_avg_scores (7.63B), GPM (8B), EurusPRMStage2_max_scores (7.62B), QwenPRM_min_scores (7.63B), EurusPRMStage1_min_scores (7.62B), QwenPRM_max_scores (7.63B), InternLM2 (7B), EurusPRMStage2_avg_scores (7.62B)",results/gpqa-llama8b/weaver_train_k10_b1.0_g0.25.csv,results/gpqa-llama8b/weaver_test_k10_b1.0_g0.25.csv,gpqa-llama8b,GPQA,8B,0.49989109614194194
wfang11/gpqa-llama8b-10-10-80-dev,10,1.0,1.0,0.5,0.34375,0.34375,0.6175,0.6175,10,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_avg_scores (7.63B), GPM (8B), EurusPRMStage2_max_scores (7.62B), QwenPRM_min_scores (7.63B), EurusPRMStage1_min_scores (7.62B), QwenPRM_max_scores (7.63B), GRM_LLama32 (3B), EurusPRMStage2_avg_scores (7.62B)",results/gpqa-llama8b/weaver_train_k10_b1.0_g0.5.csv,results/gpqa-llama8b/weaver_test_k10_b1.0_g0.5.csv,gpqa-llama8b,GPQA,8B,-1.5587783636835568
wfang11/gpqa-llama8b-10-10-80-dev,10,1.0,1.0,1.0,0.34375,0.34375,0.6175,0.6175,10,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_avg_scores (7.63B), GPM (8B), EurusPRMStage2_max_scores (7.62B), GRM_LLama32 (3B), QwenPRM_min_scores (7.63B), EurusPRMStage1_min_scores (7.62B), QwenPRM_max_scores (7.63B), EurusPRMStage2_avg_scores (7.62B)",results/gpqa-llama8b/weaver_train_k10_b1.0_g1.0.csv,results/gpqa-llama8b/weaver_test_k10_b1.0_g1.0.csv,gpqa-llama8b,GPQA,8B,-5.463468400291669
wfang11/gpqa-llama8b-10-10-80-dev,15,1.0,0.25,0.25,0.3125,0.3125,0.62,0.62,15,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_min_scores (7.63B), GRM_LLama32 (3B), EurusPRMStage2_max_scores (7.62B), GPM (8B), InternLM2 (7B), QwenPRM_avg_scores (7.63B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), QwenPRM_max_scores (7.63B), EurusPRMStage2_min_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), GRM (8B), QRM (8B)",results/gpqa-llama8b/weaver_train_k15_b0.25_g0.25.csv,results/gpqa-llama8b/weaver_test_k15_b0.25_g0.25.csv,gpqa-llama8b,GPQA,8B,3.457416415385802
wfang11/gpqa-llama8b-10-10-80-dev,15,1.0,0.25,0.5,0.3125,0.3125,0.62,0.62,15,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), GRM_LLama32 (3B), QwenPRM_min_scores (7.63B), EurusPRMStage2_max_scores (7.62B), InternLM2 (7B), QwenPRM_avg_scores (7.63B), GPM (8B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), QwenPRM_max_scores (7.63B), EurusPRMStage2_min_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), GRM (8B), QRM (8B)",results/gpqa-llama8b/weaver_train_k15_b0.25_g0.5.csv,results/gpqa-llama8b/weaver_test_k15_b0.25_g0.5.csv,gpqa-llama8b,GPQA,8B,0.3594471649956485
wfang11/gpqa-llama8b-10-10-80-dev,15,1.0,0.25,1.0,0.3125,0.3125,0.62,0.62,15,"GRM_GEMMA (2B), GRM_LLama32 (3B), EurusPRMStage1_max_scores (7.62B), QwenPRM_min_scores (7.63B), EurusPRMStage2_max_scores (7.62B), InternLM2 (7B), QwenPRM_avg_scores (7.63B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), QwenPRM_max_scores (7.63B), EurusPRMStage2_min_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), GPM (8B), GRM (8B), QRM (8B)",results/gpqa-llama8b/weaver_train_k15_b0.25_g1.0.csv,results/gpqa-llama8b/weaver_test_k15_b0.25_g1.0.csv,gpqa-llama8b,GPQA,8B,-5.830211120711255
wfang11/gpqa-llama8b-10-10-80-dev,15,1.0,0.5,0.25,0.3125,0.3125,0.62,0.62,15,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_min_scores (7.63B), EurusPRMStage2_max_scores (7.62B), GPM (8B), EurusPRMStage1_min_scores (7.62B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), InternLM2 (7B), GRM_LLama32 (3B), EurusPRMStage2_avg_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), EurusPRMStage2_min_scores (7.62B), QRM (8B), GRM (8B)",results/gpqa-llama8b/weaver_train_k15_b0.5_g0.25.csv,results/gpqa-llama8b/weaver_test_k15_b0.5_g0.25.csv,gpqa-llama8b,GPQA,8B,1.7110099863489856
wfang11/gpqa-llama8b-10-10-80-dev,15,1.0,0.5,0.5,0.3125,0.3125,0.62,0.62,15,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_min_scores (7.63B), EurusPRMStage2_max_scores (7.62B), GPM (8B), GRM_LLama32 (3B), QwenPRM_max_scores (7.63B), EurusPRMStage1_min_scores (7.62B), QwenPRM_avg_scores (7.63B), InternLM2 (7B), EurusPRMStage2_avg_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), EurusPRMStage2_min_scores (7.62B), QRM (8B), GRM (8B)",results/gpqa-llama8b/weaver_train_k15_b0.5_g0.5.csv,results/gpqa-llama8b/weaver_test_k15_b0.5_g0.5.csv,gpqa-llama8b,GPQA,8B,-1.4114448437787326
wfang11/gpqa-llama8b-10-10-80-dev,15,1.0,0.5,1.0,0.3125,0.3125,0.62,0.62,15,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), GRM_LLama32 (3B), QwenPRM_min_scores (7.63B), EurusPRMStage2_max_scores (7.62B), GPM (8B), QwenPRM_max_scores (7.63B), EurusPRMStage1_min_scores (7.62B), QwenPRM_avg_scores (7.63B), InternLM2 (7B), EurusPRMStage2_avg_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), EurusPRMStage2_min_scores (7.62B), QRM (8B), GRM (8B)",results/gpqa-llama8b/weaver_train_k15_b0.5_g1.0.csv,results/gpqa-llama8b/weaver_test_k15_b0.5_g1.0.csv,gpqa-llama8b,GPQA,8B,-7.6084542304401435
wfang11/gpqa-llama8b-10-10-80-dev,15,1.0,1.0,0.25,0.3125,0.3125,0.62,0.62,15,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_avg_scores (7.63B), GPM (8B), EurusPRMStage2_max_scores (7.62B), QwenPRM_min_scores (7.63B), EurusPRMStage1_min_scores (7.62B), QwenPRM_max_scores (7.63B), InternLM2 (7B), EurusPRMStage2_avg_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), GRM_LLama32 (3B), EurusPRMStage2_min_scores (7.62B), QRM (8B), GRM (8B)",results/gpqa-llama8b/weaver_train_k15_b1.0_g0.25.csv,results/gpqa-llama8b/weaver_test_k15_b1.0_g0.25.csv,gpqa-llama8b,GPQA,8B,-1.97136222011245
wfang11/gpqa-llama8b-10-10-80-dev,15,1.0,1.0,0.5,0.3125,0.3125,0.62,0.62,15,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_avg_scores (7.63B), GPM (8B), EurusPRMStage2_max_scores (7.62B), QwenPRM_min_scores (7.63B), EurusPRMStage1_min_scores (7.62B), QwenPRM_max_scores (7.63B), GRM_LLama32 (3B), EurusPRMStage2_avg_scores (7.62B), InternLM2 (7B), EurusPRMStage1_avg_scores (7.62B), EurusPRMStage2_min_scores (7.62B), QRM (8B), GRM (8B)",results/gpqa-llama8b/weaver_train_k15_b1.0_g0.5.csv,results/gpqa-llama8b/weaver_test_k15_b1.0_g0.5.csv,gpqa-llama8b,GPQA,8B,-5.095481529674903
wfang11/gpqa-llama8b-10-10-80-dev,15,1.0,1.0,1.0,0.3125,0.3125,0.62,0.62,15,"GRM_GEMMA (2B), EurusPRMStage1_max_scores (7.62B), QwenPRM_avg_scores (7.63B), GPM (8B), EurusPRMStage2_max_scores (7.62B), GRM_LLama32 (3B), QwenPRM_min_scores (7.63B), EurusPRMStage1_min_scores (7.62B), QwenPRM_max_scores (7.63B), EurusPRMStage2_avg_scores (7.62B), InternLM2 (7B), EurusPRMStage1_avg_scores (7.62B), EurusPRMStage2_min_scores (7.62B), QRM (8B), GRM (8B)",results/gpqa-llama8b/weaver_train_k15_b1.0_g1.0.csv,results/gpqa-llama8b/weaver_test_k15_b1.0_g1.0.csv,gpqa-llama8b,GPQA,8B,-11.312671566283015
